,Unnamed: 0,ID,age,gender,marital_status,highest_education,land_ownership,title_deed,own_phone,salaries_wages,selling_produce,selling_services,piece_job,rental_income,interest_earned,pension,social_grant,pocket_money,someone_pays,other,employer_for_employed,what_you_sell,service_you_provide,sent_money_in_12_months,when_last_send_money,recieved_money_in_12_months,when_last_recieve_money,how_often_purchase_mobilemoney,how_often_pay_bills_with_mm,literacy_Kiswhahili,literacy_english,Latitude,Longitude,mobile_money,savings,borrowing,insurance,mobile_money_classification,income,my_class,age_group
3235,3235,6370,42,male,married,No formal education,1,land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,4,-1,2,-1,2,-1,Never,-1,4,4,-4.98408769,39.83418047,0,1,1,0,1,1,no_mm,middle age
3236,3236,4771,59,male,married,Primary completed,1,land_owner,1,0,1,0,0,0,0,0,1,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,1,2,-5.93229097,39.29579985,0,0,0,0,0,2,no_mm,middle age
3237,3237,4956,54,male,married,Primary completed,1,not_land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,6,-1,1,3,1,3,Daily,4,1,4,-5.49859292,38.47917963,1,1,1,0,3,1,mm_plus,middle age
3238,3238,4216,35,male,divorced,Primary completed,1,not_land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,9,-1,2,-1,1,4,Less than monthly,-1,1,4,-7.83597469,33.35220449,1,0,0,0,2,1,mm_only,young adult
3239,3239,1299,18,female,single,University or other higher education,3,not_land_owner,1,1,0,0,1,0,0,0,0,0,0,0,3,-1,-1,1,6,1,3,Never,-1,1,1,-10.55147476,39.78776622,1,1,1,0,3,2,mm_plus,teenager
3240,3240,4852,42,female,divorced,Primary completed,1,not_land_owner,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,Never,-1,1,4,-7.84686667,31.43873575,0,0,0,0,0,1,no_mm,middle age
3241,3241,4433,46,female,divorced,No formal education,3,not_land_owner,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,2,4,-7.97717349,35.78952022,1,0,0,0,2,2,mm_only,middle age
3242,3242,1938,17,female,single,Some secondary,1,not_land_owner,2,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,2,-1,2,-1,Never,-1,1,1,-2.55226793,32.90928851,0,0,0,0,0,1,no_mm,teenager
3243,3243,543,32,male,married,Primary completed,5,not_land_owner,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,1,3,1,3,Daily,-1,1,4,-5.16950182,38.46340851,1,0,1,0,3,1,mm_plus,young adult
3244,3244,2903,38,female,married,Primary completed,2,not_land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,3,-1,1,4,2,-1,Never,-1,1,3,-3.48917317,36.82129145,1,1,1,1,3,1,mm_plus,middle age
3245,3245,7494,100,male,widowed,Some primary,3,not_land_owner,2,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,2,-1,2,-1,Never,-1,4,4,-4.6415262,34.18574405,0,1,0,1,1,1,no_mm,senior
3246,3246,5385,49,male,married,Primary completed,1,not_land_owner,1,0,1,0,1,0,0,0,1,0,0,0,-1,1,-1,2,-1,1,4,Less than monthly,-1,1,4,-8.20266661,35.99758067,1,0,0,0,2,3,mm_only,middle age
3247,3247,5963,39,female,married,Primary completed,1,not_land_owner,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,Never,-1,1,4,-6.80253574,39.05199161,0,0,0,0,0,1,no_mm,middle age
3248,3248,8891,31,male,married,University or other higher education,4,not_land_owner,1,1,0,0,0,0,0,0,0,0,0,0,2,-1,-1,1,4,2,-1,Never,-1,1,1,-6.8816754,39.24260055,1,0,0,0,2,1,mm_only,young adult
3249,3249,3074,35,female,married,Primary completed,1,not_land_owner,2,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,2,-1,2,-1,Never,-1,1,4,-5.18243216,34.62657601,0,0,1,1,1,1,no_mm,young adult
3250,3250,1080,32,female,married,Some primary,5,not_land_owner,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,1,4,-2.65754773,33.94752386,0,0,0,0,0,1,no_mm,young adult
3251,3251,6999,18,male,single,Some primary,3,not_land_owner,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,1,6,2,-1,Less than monthly,-1,2,4,-1.26067935,30.67840955,1,1,0,0,3,2,mm_plus,teenager
3252,3252,2104,27,male,married,Some secondary,3,not_land_owner,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,1,1,-2.63528895,32.28272843,0,0,0,0,0,2,no_mm,young adult
3253,3253,8160,48,male,married,Primary completed,1,not_land_owner,2,0,1,0,0,0,0,0,0,0,0,0,-1,8,-1,1,6,2,-1,Never,-1,1,1,-3.9705968,32.64332258,1,1,1,0,3,1,mm_plus,middle age
3254,3254,6206,21,male,married,Some primary,3,not_land_owner,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,1,4,-10.86370555,39.0265573,0,0,1,0,1,2,no_mm,youth
3255,3255,7997,30,female,married,Some primary,2,not_land_owner,2,0,0,0,1,0,0,0,0,1,0,0,-1,-1,-1,2,-1,2,-1,Never,-1,3,3,-3.5779485,32.6078845,0,0,1,0,1,2,no_mm,young adult
3256,3256,1645,43,female,married,No formal education,3,not_land_owner,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,4,4,-4.18459345,33.13602992,0,0,1,0,1,2,no_mm,middle age
3257,3257,608,33,male,married,Don’t know,3,not_land_owner,1,1,1,0,0,0,0,0,0,0,0,0,1,5,-1,1,1,1,1,Daily,-1,1,1,-9.99676839,39.71509931,1,0,1,1,3,2,mm_plus,young adult
3258,3258,5379,19,female,single,Primary completed,3,not_land_owner,2,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,2,-1,2,-1,Never,-1,5,5,-5.95365606,39.26356672,0,0,0,0,0,1,no_mm,youth
3259,3259,3413,29,male,married,University or other higher education,5,land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,2,1,3,Monthly,4,1,1,-3.74469498,33.83563552,1,0,0,1,3,1,mm_plus,young adult
3260,3260,5186,49,female,married,No formal education,3,not_land_owner,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,4,4,-4.46150477,29.80713615,0,0,1,0,1,2,no_mm,middle age
3261,3261,6616,35,female,married,Some secondary,3,not_land_owner,1,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,1,4,1,5,Never,-1,1,1,-6.13316916,39.31997371,1,0,0,0,2,1,mm_only,young adult
3262,3262,7821,48,female,married,No formal education,3,not_land_owner,1,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,2,-1,2,-1,Less than monthly,-1,4,4,-9.40407608,39.59927502,1,0,1,0,3,1,mm_plus,middle age
3263,3263,1330,21,female,married,Primary completed,1,not_land_owner,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,4,4,-4.58423816,34.6667192,0,0,0,0,0,1,no_mm,youth
3264,3264,5952,31,female,widowed,No formal education,1,not_land_owner,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,4,4,-4.89047914,29.74312999,0,0,1,0,1,2,no_mm,young adult
3265,3265,6644,20,female,single,No formal education,3,not_land_owner,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,4,4,-3.87142677,35.65146652,0,1,0,0,1,2,no_mm,youth
3266,3266,4718,40,female,married,University or other higher education,1,not_land_owner,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,1,1,-5.9324913,39.29430131,0,0,0,0,0,1,no_mm,middle age
3267,3267,8135,60,female,married,Some primary,3,not_land_owner,2,0,1,0,0,0,0,0,0,1,0,0,-1,1,-1,2,-1,2,-1,Never,-1,4,4,-8.55048455,36.00788976,0,0,0,0,0,2,no_mm,middle age
3268,3268,2870,75,female,widowed,No formal education,1,land_owner,2,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,2,-1,Never,-1,4,4,-8.83986486,34.80645925,1,1,0,1,3,1,mm_plus,senior
3269,3269,9110,17,female,single,No formal education,3,not_land_owner,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,Never,-1,4,4,-2.25236499,33.8435779,0,1,0,0,1,1,no_mm,teenager
3270,3270,9227,20,female,married,Primary completed,1,not_land_owner,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,Never,-1,4,4,-1.86804518,33.85822622,1,0,0,1,3,1,mm_plus,youth
3271,3271,6253,33,male,divorced,Primary completed,3,not_land_owner,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,1,6,Less than monthly,-1,1,2,-2.39876301,32.32875382,1,0,0,1,3,1,mm_plus,young adult
3272,3272,3862,46,female,widowed,Some primary,1,not_land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,2,5,-5.24607502,39.78141945,0,1,0,0,1,1,no_mm,middle age
3273,3273,7093,73,male,married,Some primary,1,not_land_owner,2,0,1,0,0,0,0,0,0,1,0,0,-1,1,-1,2,-1,1,6,Never,-1,1,4,-4.34899299,34.43532935,1,0,0,0,2,2,mm_only,senior
3274,3274,577,25,female,married,No formal education,3,not_land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,6,Never,-1,3,4,-10.2829004,40.11740019,1,0,0,0,2,1,mm_only,youth
3275,3275,3124,33,male,married,Some primary,1,not_land_owner,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,1,4,-2.40186269,31.70740088,1,0,0,0,2,2,mm_only,young adult
3276,3276,7204,55,male,married,University or other higher education,1,not_land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,1,1,3,Less than monthly,-1,1,1,-8.37158081,31.71743123,1,0,0,1,3,1,mm_plus,middle age
3277,3277,2232,35,female,married,Primary completed,3,not_land_owner,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,1,1,4,-4.84215842,38.519797,0,1,1,0,1,2,no_mm,young adult
3278,3278,1250,30,female,married,No formal education,1,not_land_owner,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,2,Less than monthly,-1,4,4,-9.76450497,39.62043053,1,0,0,0,2,2,mm_only,young adult
3279,3279,1445,43,male,married,Primary completed,1,land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,4,1,5,Less than monthly,-1,1,4,-4.45749054,35.68987857,1,0,0,0,2,1,mm_only,middle age
3280,3280,5125,57,female,single,Primary completed,5,not_land_owner,2,0,1,0,0,0,0,0,0,1,0,0,-1,1,-1,2,-1,2,-1,Never,-1,5,5,-10.41644839,38.80292865,0,0,0,0,0,2,no_mm,middle age
3281,3281,5396,52,male,married,Some secondary,1,not_land_owner,1,1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,2,-1,2,-1,Never,1,1,1,-5.07304077,39.75489833,0,0,1,0,1,1,no_mm,middle age
3282,3282,2229,59,male,divorced,Primary completed,1,not_land_owner,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,1,3,Less than monthly,-1,1,4,-4.84388956,38.51988318,1,0,0,0,2,1,mm_only,middle age
3283,3283,89,21,female,single,Primary completed,3,not_land_owner,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,7,1,6,2,-1,Monthly,-1,1,1,-6.701361099999999,39.18779624,1,0,0,0,2,1,mm_only,youth
3284,3284,9404,30,male,single,University or other higher education,5,not_land_owner,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,7,1,3,1,5,Weekly,-1,1,1,-6.81163359,39.22031353,1,1,1,0,3,1,mm_plus,young adult
3285,3285,7240,32,male,divorced,Primary completed,1,not_land_owner,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,1,4,-1.4511913,31.108279600000003,0,0,1,0,1,2,no_mm,young adult
3286,3286,1887,27,male,married,Primary completed,1,not_land_owner,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,1,5,2,-1,Less than monthly,-1,1,4,-4.90494901,34.67493854,1,1,1,1,3,2,mm_plus,young adult
3287,3287,3084,35,female,married,Primary completed,2,not_land_owner,2,0,1,0,0,0,0,0,0,0,0,0,-1,5,-1,2,-1,2,-1,Never,-1,1,4,-8.1911496,31.84830465,0,1,0,0,1,1,no_mm,young adult
3288,3288,5828,18,female,single,Some secondary,3,not_land_owner,2,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,2,-1,Never,-1,1,4,-3.1194826,33.49165309,0,0,0,0,0,1,no_mm,teenager
3289,3289,1961,64,female,widowed,Some primary,5,not_land_owner,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,Never,-1,4,4,-2.41591849,32.93539957,0,0,0,0,0,1,no_mm,senior
3290,3290,4870,38,female,divorced,Primary completed,3,not_land_owner,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,1,2,1,4,Never,-1,1,4,-2.56383251,33.27538413,1,0,0,0,2,1,mm_only,middle age
3291,3291,8164,35,female,married,No formal education,1,not_land_owner,2,0,1,0,0,0,0,0,0,0,0,0,-1,3,-1,2,-1,2,-1,Never,-1,4,4,-5.72517369,37.09667338,0,0,0,0,0,1,no_mm,young adult
3292,3292,8769,35,male,divorced,Some primary,4,not_land_owner,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,Never,-1,4,4,-6.84646594,33.61689723,0,0,0,0,0,1,no_mm,young adult
3293,3293,2995,62,female,widowed,Some primary,1,not_land_owner,1,0,0,0,1,0,0,0,0,1,0,0,-1,-1,-1,2,-1,1,6,Never,-1,1,1,-3.3549504,37.570403000000006,1,0,1,0,3,2,mm_plus,senior
3294,3294,2317,48,female,married,Primary completed,1,not_land_owner,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,1,4,-4.29980019,35.41398865,0,1,1,0,1,2,no_mm,middle age
3295,3295,3153,30,female,married,Primary completed,3,not_land_owner,1,0,1,0,0,0,0,0,0,1,0,0,-1,1,-1,1,6,2,-1,Less than monthly,-1,1,4,-3.35176842,37.02197396,1,1,1,0,3,2,mm_plus,young adult
3296,3296,2203,40,male,married,Primary completed,1,not_land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,4,1,2,Less than monthly,-1,1,4,-7.99496373,31.79535757,1,0,1,0,3,1,mm_plus,middle age
3297,3297,6920,59,female,married,No formal education,5,land_owner,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,4,4,-11.40189868,36.43073795,0,1,0,0,1,1,no_mm,middle age
3298,3298,1476,31,male,married,Some secondary,5,not_land_owner,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,1,2,2,-1,Monthly,1,1,2,-5.23804346,39.77743827,0,1,1,0,1,1,no_mm,young adult
3299,3299,5184,30,female,married,Some secondary,3,not_land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,6,-1,1,3,1,3,Less than monthly,3,1,1,-5.61852368,32.74595137,1,1,1,0,3,1,mm_plus,young adult
3300,3300,2593,40,female,married,Primary completed,3,not_land_owner,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,4,4,-4.86797449,38.46534949,1,0,1,0,3,2,mm_plus,middle age
3301,3301,2491,42,male,divorced,Primary completed,5,not_land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,6,-1,1,2,2,-1,Less than monthly,1,1,2,-3.35683339,36.68261296,1,1,1,0,3,1,mm_plus,middle age
3302,3302,646,19,female,married,Primary completed,4,not_land_owner,1,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,1,4,2,-1,Less than monthly,5,1,1,-3.67176132,33.43485315,1,0,0,0,2,1,mm_only,youth
3303,3303,6870,30,male,married,No formal education,1,not_land_owner,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,Never,-1,4,4,-2.55597135,36.78152054,1,1,1,0,3,1,mm_plus,young adult
3304,3304,1393,24,female,married,Primary completed,4,not_land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,3,-1,2,-1,2,-1,Never,1,1,2,-7.97869817,31.63241163,0,0,1,0,1,1,no_mm,youth
3305,3305,4779,22,female,single,Primary completed,3,not_land_owner,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,1,4,-3.21197484,33.70788597,0,0,1,0,1,2,no_mm,youth
3306,3306,5857,25,female,married,Some primary,3,land_owner,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,4,4,-3.01763932,33.05280499,0,0,0,0,0,1,no_mm,youth
3307,3307,5457,65,male,married,Primary completed,1,not_land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,1,4,-9.30634622,35.28954915,1,0,0,0,2,1,mm_only,senior
3308,3308,104,83,female,married,Primary completed,3,not_land_owner,1,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,2,-1,Never,1,1,1,-6.888656599999999,39.16094115,0,0,0,0,0,1,no_mm,senior
3309,3309,7680,23,female,married,Primary completed,5,not_land_owner,1,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,1,4,2,-1,Less than monthly,-1,1,4,-4.90863869,29.66229011,1,0,0,0,2,1,mm_only,youth
3310,3310,3346,33,male,divorced,Primary completed,1,not_land_owner,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,1,3,2,-1,Less than monthly,-1,1,1,-3.35381911,37.03227648,1,1,1,0,3,2,mm_plus,young adult
3311,3311,2267,39,female,married,Primary completed,3,not_land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,4,1,5,Never,-1,1,1,-4.84221637,38.52202356,1,1,1,0,3,1,mm_plus,middle age
3312,3312,3878,24,female,single,Primary completed,3,not_land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Monthly,-1,1,1,-7.86520005,35.06970076,1,1,0,1,3,1,mm_plus,youth
3313,3313,3164,37,female,widowed,Some primary,1,not_land_owner,1,0,1,0,1,0,0,0,0,0,0,0,-1,3,-1,2,-1,2,-1,Never,-1,1,4,-3.34979939,36.49566814,0,1,1,0,1,2,no_mm,middle age
3314,3314,3071,30,female,married,Primary completed,1,not_land_owner,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,6,2,-1,Less than monthly,-1,1,2,-8.18959597,31.84954439,1,1,0,0,3,1,mm_plus,young adult
3315,3315,473,29,female,single,Some primary,5,not_land_owner,2,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,2,-1,2,-1,Never,1,5,5,-5.07824872,39.12191684,0,0,0,0,0,1,no_mm,young adult
3316,3316,1205,39,male,married,Some primary,5,not_land_owner,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,1,4,-2.85195745,32.54680328,0,0,0,0,0,2,no_mm,middle age
3317,3317,2321,30,male,married,Some primary,1,land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,6,1,3,Monthly,-1,1,4,-2.57792258,32.13780678,1,1,0,0,3,1,mm_plus,young adult
3318,3318,1865,41,female,married,Primary completed,3,not_land_owner,2,0,1,0,0,0,0,0,0,0,0,0,-1,10,-1,2,-1,2,-1,Never,-1,1,2,-4.84936483,34.83893872,0,1,1,0,1,1,no_mm,middle age
3319,3319,8386,21,male,single,Primary completed,5,not_land_owner,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,Never,-1,1,4,-11.04174046,37.33310193,1,0,1,0,3,1,mm_plus,youth
3320,3320,4851,57,male,married,Primary completed,1,land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,6,Less than monthly,-1,1,2,-7.85045866,31.43697301,1,1,1,0,3,1,mm_plus,middle age
3321,3321,9399,17,female,single,Some secondary,3,not_land_owner,2,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,2,-1,2,-1,Never,-1,1,1,-3.37480918,36.67265802,0,1,0,0,1,1,no_mm,teenager
3322,3322,6037,74,female,divorced,No formal education,1,not_land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,4,-1,2,-1,2,-1,Never,-1,4,4,-5.40378662,38.61098116,1,0,0,0,2,1,mm_only,senior
3323,3323,5422,26,female,married,University or other higher education,2,not_land_owner,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,1,2,1,3,Never,-1,1,1,-8.0617613,36.00479138,1,0,1,1,3,2,mm_plus,young adult
3324,3324,9271,90,male,widowed,No formal education,3,not_land_owner,2,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,2,-1,2,-1,Never,-1,4,4,-1.53937426,33.85270014,0,0,0,0,0,1,no_mm,senior
3325,3325,8362,26,female,single,University or other higher education,3,not_land_owner,1,1,0,0,0,0,0,0,0,0,0,0,3,-1,-1,1,6,1,4,Less than monthly,-1,1,1,-3.69334393,37.42751341,1,1,1,0,3,1,mm_plus,young adult
3326,3326,9365,40,male,married,Primary completed,5,not_land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,6,-1,1,2,1,1,Weekly,4,1,1,-6.8738368,39.174877,1,1,0,0,3,1,mm_plus,middle age
3327,3327,4028,63,female,married,No formal education,1,not_land_owner,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,4,4,-9.91096118,38.99468888,0,1,0,0,1,1,no_mm,senior
3328,3328,6375,17,female,single,Some secondary,1,not_land_owner,2,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,2,-1,Never,1,1,1,-5.18322384,39.79594211,0,0,0,0,0,1,no_mm,teenager
3329,3329,6658,40,female,married,Some secondary,3,not_land_owner,1,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,2,-1,Never,-1,1,1,-5.0106918,39.81151163,0,1,0,0,1,1,no_mm,middle age
3330,3330,7698,60,male,married,Primary completed,1,not_land_owner,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,6,Never,-1,1,4,-2.63547105,32.78853386,1,0,1,0,3,1,mm_plus,middle age
3331,3331,3945,72,female,divorced,Some primary,1,not_land_owner,1,0,1,0,0,0,0,0,0,1,0,0,-1,3,-1,2,-1,2,-1,Never,-1,2,4,-3.35830129,36.96312446,0,1,0,1,1,2,no_mm,senior
3332,3332,6593,62,male,married,Primary completed,2,not_land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,5,Never,-1,1,4,-10.70302445,39.13229593,1,0,0,0,2,1,mm_only,senior
3333,3333,8444,36,male,married,Primary completed,3,not_land_owner,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,1,4,-9.33077661,33.33266986,0,0,1,0,1,1,no_mm,middle age
3334,3334,8039,60,male,married,Some primary,1,not_land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,3,-1,2,-1,2,-1,Never,-1,4,4,-3.04244949,35.4821342,0,0,1,0,1,1,no_mm,middle age
3335,3335,6453,25,male,married,Primary completed,3,not_land_owner,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,1,4,-3.34804046,33.92246766,0,0,0,1,1,2,no_mm,youth
3336,3336,1370,23,female,single,University or other higher education,5,not_land_owner,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,1,5,1,3,Monthly,-1,1,1,-7.95742113,31.61784317,1,1,1,0,3,1,mm_plus,youth
3337,3337,795,85,male,married,No formal education,5,land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,3,-1,2,-1,1,5,Less than monthly,-1,4,4,-3.36525876,37.31622288,1,1,0,1,3,1,mm_plus,senior
3338,3338,6803,32,male,married,Primary completed,1,not_land_owner,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,1,6,1,6,Less than monthly,-1,1,4,-10.24407759,38.25252008,1,1,1,0,3,2,mm_plus,young adult
3339,3339,4909,23,female,divorced,No formal education,5,not_land_owner,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Monthly,-1,4,4,-2.53933525,32.24089435,1,0,0,0,2,2,mm_only,youth
3340,3340,8230,23,female,divorced,Primary completed,5,not_land_owner,1,0,0,0,1,0,0,0,0,1,0,0,-1,-1,-1,1,3,2,-1,Never,-1,1,4,-3.97223059,32.64483065,1,0,0,0,2,2,mm_only,youth
3341,3341,6008,51,female,married,Some primary,3,not_land_owner,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,4,Never,-1,4,4,-10.09768184,34.68822635,1,0,0,1,3,2,mm_plus,middle age
3342,3342,2441,57,female,married,University or other higher education,3,not_land_owner,1,1,1,0,0,0,0,0,0,0,0,0,1,1,-1,1,3,2,-1,Never,-1,1,1,-4.84228454,38.51554125,1,1,1,1,3,2,mm_plus,middle age
3343,3343,2524,32,male,married,Some primary,3,not_land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,6,-1,2,-1,2,-1,Less than monthly,5,4,4,-4.94356856,38.91467809,1,1,1,0,3,1,mm_plus,young adult
3344,3344,2443,47,female,divorced,Primary completed,4,land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,2,Monthly,-1,1,1,-2.57375754,32.13787894,1,1,0,1,3,1,mm_plus,middle age
3345,3345,8665,42,male,married,Primary completed,1,land_owner,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Less than monthly,-1,1,4,-8.97674468,33.95196847,1,1,0,0,3,2,mm_plus,middle age
3346,3346,3386,18,female,married,Some primary,5,not_land_owner,2,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,2,-1,Never,-1,4,4,-8.3758943,31.9775209,0,0,0,0,0,1,no_mm,teenager
3347,3347,4455,30,male,married,University or other higher education,1,not_land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,Never,-1,1,2,-5.88205406,39.25165341,0,0,1,0,1,1,no_mm,young adult
3348,3348,6822,40,female,divorced,Primary completed,1,land_owner,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,1,4,-7.09783304,31.33458151,0,0,0,0,0,1,no_mm,middle age
3349,3349,4727,30,female,married,Primary completed,5,not_land_owner,1,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,2,-1,Never,1,4,4,-5.92949254,39.2997648,0,0,1,0,1,1,no_mm,young adult
3350,3350,7987,75,female,widowed,No formal education,1,not_land_owner,2,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,2,-1,1,4,Never,-1,4,4,-8.58573429,35.21082013,1,0,0,0,2,1,mm_only,senior
3351,3351,7267,32,female,married,Primary completed,1,not_land_owner,2,0,1,0,1,0,0,0,0,0,0,0,-1,5,-1,2,-1,1,3,Never,-1,1,2,-8.60576583,35.03700096,0,1,0,0,1,2,no_mm,young adult
